,household_income_rank,county,state_name,per_capita_income,household_income,family_income,num_of_households
1546,1547,Catawba,North Carolina,23232,44332,54596,58533
1547,1548,Dickson,Tennessee,21547,44318,51398,18647
1548,1549,Pulaski,Virginia,23987,44312,54224,14875
1549,1550,Yuma,Colorado,22498,44308,53502,3811
1550,1551,Mercer,Pennsylvania,22831,44301,55943,46187
1551,1552,Nance,Nebraska,23684,44286,54402,1534
1552,1553,Montgomery,Iowa,22868,44281,53586,4553
1553,1554,Fulton,New York,23839,44276,54619,22611
1554,1555,Faribault,Minnesota,25065,44264,56849,6331
1555,1556,Iberia,Louisiana,22997,44262,51402,26496
1556,1557,Eddy,North Dakota,27323,44250,55500,1104
1557,1558,Tippecanoe,Indiana,23691,44246,63086,66667
1558,1559,Montague,Texas,24699,44231,55267,8038
1559,1560,Mills,Texas,22651,44213,51540,1817
1560,1561,Power,Idaho,17684,44212,45837,2568
1561,1562,Blaine,Oklahoma,20242,44206,51519,3815
1562,1563,Winchester City,Virginia,26060,44200,56967,10393
1563,1564,Osage,Oklahoma,22353,44195,55339,18512
1564,1565,Tioga,Pennsylvania,22621,44187,52998,17058
1565,1566,Huntingdon,Pennsylvania,20739,44183,54961,17193
1566,1567,Monongalia,West Virginia,25846,44173,68101,36449
1567,1568,Jefferson,Florida,21184,44170,51029,5347
1568,1569,Grant,Nebraska,19968,44167,45865,246
1569,1570,Union,Indiana,20883,44161,57330,2943
1570,1571,Kit Carson,Colorado,21850,44157,57538,3046
1571,1572,Montgomery,New York,23417,44156,55028,19703
1572,1573,Caldwell,Texas,19673,44152,51289,11593
1573,1574,Murray,Oklahoma,21870,44151,53246,5121
1574,1575,Jackson,Wisconsin,21849,44149,51692,8112
1575,1576,Lavaca,Texas,24299,44149,54765,7711
1576,1577,Blount,Alabama,20730,44145,52996,21108
1577,1578,Switzerland,Indiana,20019,44143,48689,4099
1578,1579,Dickinson,Michigan,24611,44136,53342,11432
1579,1580,Warren,Kentucky,23853,44135,60772,44240
1580,1581,Wells,North Dakota,29301,44132,57125,1949
1581,1582,Jennings,Indiana,20109,44128,51657,10632
1582,1583,Saline,Nebraska,20407,44109,53101,5051
1583,1584,Llano,Texas,33634,44094,60285,8519
1584,1585,DeKalb,Missouri,16635,44092,57163,3769
1585,1586,Pawnee,Kansas,23230,44078,56750,2545
1586,1587,Pocahontas,Iowa,25556,44073,56607,3227
1587,1588,Richland,Illinois,23621,44070,57038,6620
1588,1589,Lake of the Woods,Minnesota,21903,44069,49816,1665
1589,1590,Greenup,Kentucky,22035,44060,53746,14465
1590,1591,Barron,Wisconsin,23337,44054,54827,19168
1591,1592,St. Joseph,Michigan,20570,44051,52116,22326
1592,1593,Marshall,Kansas,25262,44032,60625,4345
1593,1594,Jackson,Oregon,24378,44005,53254,83140
1594,1595,Indiana County,Pennsylvania,22933,43997,56225,34310
1595,1596,Grimes,Texas,20307,43994,56398,8848
1596,1597,Greene,Indiana,22235,43980,54728,12894
1597,1598,Chickasaw,Iowa,24139,43971,55735,5364
1598,1599,Riley,Kansas,22948,43962,63634,25895
1599,1600,George,Mississippi,20217,43958,53793,7842
1600,1601,Cumberland,Illinois,22952,43958,54423,4184
1601,1602,Owen,Indiana,21318,43950,51503,8552
1602,1603,Chenango,New York,22097,43941,54395,19829
1603,1604,Pine,Minnesota,21413,43928,53869,11758
1604,1605,Adams,Washington,16940,43926,48121,5738
1605,1606,Hancock,Illinois,23714,43925,54700,8101
1606,1607,Escambia,Florida,23441,43918,55382,111689
1607,1608,Marshall,Kentucky,22381,43907,54460,11963
1608,1609,Osceola,Florida,19007,43891,47839,90413
1609,1610,Pasco,Florida,23736,43888,53807,182707
1610,1611,Morrill,Nebraska,22543,43886,50365,2037
1611,1612,Twin Falls,Idaho,20588,43886,50795,28166
1612,1613,Stephens,Oklahoma,23038,43885,57834,17690
1613,1614,Parke,Indiana,20534,43870,52130,5893
1614,1615,Edgefield,South Carolina,20753,43861,53879,9108
1615,1616,Pamlico,North Carolina,23724,43853,54679,5146
1616,1617,Edwards,Texas,22015,43839,54440,838
1617,1618,Nelson,Kentucky,23545,43833,54708,16571
1618,1619,Liberty,Georgia,20791,43832,48756,23046
1619,1620,Floyd,Iowa,24590,43826,56004,7007
1620,1621,Cuyahoga,Ohio,27423,43804,59745,534476
1621,1622,Taylor,Iowa,23793,43804,51701,2764
1622,1623,Reno,Kansas,23382,43798,54770,25693
1623,1624,Jefferson,Indiana,21524,43795,52922,12668
1624,1625,Gallatin,Kentucky,19020,43793,48984,2995
1625,1626,Carroll,Ohio,21783,43779,52336,11107
1626,1627,Lumpkin,Georgia,20908,43775,56826,10999
1627,1628,Morgan,Colorado,20680,43774,50202,10446
1628,1629,Coffee,Alabama,23380,43768,58898,18820
1629,1630,Kershaw,South Carolina,22638,43765,52593,24084
1630,1631,Wasco,Oregon,22844,43765,53598,9612
1631,1632,Warren,Pennsylvania,24179,43764,56410,17257
1632,1633,Seneca,Ohio,22075,43764,54219,21651
1633,1634,Butte,California,23787,43752,55917,84816
1634,1635,Tuscarawas,Ohio,21966,43739,52496,36149
1635,1636,Penobscot,Maine,23895,43734,56155,62608
1636,1637,Hill,Montana,21376,43726,55617,6139
1637,1638,Perquimans,North Carolina,23809,43709,51103,5437
1638,1639,Bee,Texas,16848,43690,50229,8539
1639,1640,Tillamook,Oregon,22452,43676,51235,10236
1640,1641,Hopkins,Texas,21606,43657,52124,13303
1641,1642,Payette,Idaho,19165,43649,51998,8056
1642,1643,Wood,Texas,23129,43649,52446,15800
1643,1644,Sevier,Tennessee,22242,43649,50704,36815
1644,1645,St. Lawrence,New York,22198,43647,53346,41839
1645,1646,Walton,Florida,25845,43640,56484,22639
1646,1647,Berrien,Michigan,24013,43633,56324,60414
1647,1648,Anderson,Tennessee,24561,43620,55940,30548
1648,1649,Massac,Illinois,22047,43615,55256,6053
1649,1650,Jackson,Colorado,25936,43606,60714,648
1650,1651,Wayne,Illinois,22526,43605,54060,7063
1651,1652,Kerr,Texas,26334,43601,55152,20357
1652,1653,Somerset,Pennsylvania,22192,43597,54418,29791
1653,1654,Howard,Indiana,24071,43590,57615,34544
1654,1655,Hamilton,Iowa,24510,43589,58135,6395
1655,1656,Lawrence,Pennsylvania,22906,43546,55348,36823
1656,1657,Lee,Alabama,23506,43542,61629,55864
1657,1658,Vanderburgh,Indiana,24378,43540,58352,73963
1658,1659,Warren,Illinois,21832,43536,53887,6972
1659,1660,Bannock,Idaho,21327,43534,57079,30271
1660,1661,Custer,Montana,23910,43524,58594,4986
1661,1662,Antelope,Nebraska,25186,43518,54688,2855
1662,1663,Sullivan,Indiana,19821,43510,55748,7764
1663,1664,Yakima,Washington,19433,43506,48946,79679
1664,1665,Gray,Texas,21738,43504,54327,8388
1665,1666,Greene,Illinois,22307,43502,53680,5790
1666,1667,Rock,Nebraska,24501,43500,55625,666
1667,1668,Calcasieu,Louisiana,24355,43499,55484,73726
1668,1669,Rawlins,Kansas,26897,43482,55551,1224
1669,1670,Cass,Iowa,25448,43481,52403,6081
1670,1671,Stephenson,Illinois,23350,43472,54367,19408
1671,1672,Mendocino,California,23306,43469,54459,33878
1672,1673,Camden,Missouri,23038,43458,49942,17647
1673,1674,Ida,Iowa,25869,43449,58470,3182
1674,1675,Scotts Bluff,Nebraska,23220,43444,53463,14690
1675,1676,Van Zandt,Texas,21920,43439,51707,19064
1676,1677,Kenedy,Texas,15157,43438,59643,159
1677,1678,Darke,Ohio,22511,43425,53929,20776
1678,1679,Kimble,Texas,27502,43424,53145,1895
1679,1680,St. Lucie,Florida,23285,43413,50334,106060
1680,1681,Musselshell,Montana,23022,43409,59112,1966
1681,1682,Montgomery,Ohio,24997,43401,55971,222578
1682,1683,Jefferson,Oregon,21593,43373,46040,7882
1683,1684,Hamilton,Kansas,24510,43357,51953,1076
1684,1685,Lafayette,Mississippi,21388,43328,59882,15743
1685,1686,Teton,Montana,22799,43327,54196,2303
1686,1687,Stafford,Kansas,23240,43292,56667,1884
1687,1688,Bedford,Pennsylvania,22259,43290,53401,20198
1688,1689,Lucas,Iowa,21126,43288,55547,3734
1689,1690,Clark,Wisconsin,20754,43276,53025,13036
1690,1691,Lawrence,South Dakota,27498,43273,66387,10597
1691,1692,Clearwater,Minnesota,22157,43269,52661,3586
1692,1693,Minidoka,Idaho,19597,43266,49733,6994
1693,1694,Ross,Ohio,21310,43264,52836,28308
1694,1695,Love,Oklahoma,19910,43260,50761,3378
1695,1696,Goshen,Wyoming,23475,43257,51882,5255
1696,1697,Sheridan,North Dakota,29219,43250,48403,614
1697,1698,Beltrami,Minnesota,21622,43231,53549,16781
1698,1699,Clarke,Iowa,23472,43216,59972,3672
1699,1700,Dade,Georgia,21690,43205,50830,6325
1700,1701,Milwaukee,Wisconsin,24295,43193,55164,379637
1701,1702,Montezuma,Colorado,23548,43188,49245,10688
1702,1703,Harrison,West Virginia,23309,43183,54364,27599
1703,1704,Van Buren,Iowa,21368,43181,54591,3023
1704,1705,Asotin,Washington,24659,43175,55321,9058
1705,1706,Clark,Ohio,22780,43136,54149,54963
1706,1707,Williamson,Illinois,23605,43125,54242,26819
1707,1708,Harrison,Mississippi,22677,43124,51941,72253
1708,1709,Madison,Indiana,21527,43120,54074,50637
1709,1710,Polk,Florida,21285,43113,50944,219540
1710,1711,Miami-Dade,Florida,23174,43100,49138,828031
1711,1712,Matagorda,Texas,23389,43096,51190,13260
1712,1713,Williams,Ohio,21350,43089,52347,14947
1713,1714,Ellis,Kansas,24291,43085,63712,11824
1714,1715,Nash,North Carolina,22880,43084,52681,37726
1715,1716,Davidson,North Carolina,22549,43083,54218,64580
1716,1717,Nicholas,Kentucky,20450,43081,48164,2884
1717,1718,Waushara,Wisconsin,22888,43070,52816,9902
1718,1719,Phillips,Kansas,23772,43059,55102,2388
1719,1720,Alamance,North Carolina,23166,43043,53945,60139
1720,1721,Tuscola,Michigan,20767,43039,51319,21211
1721,1722,Trousdale,Tennessee,20491,43034,52030,2899
1722,1723,Mobile,Alabama,22501,43028,52234,155178
1723,1724,Creek,Oklahoma,22327,43026,52398,26296
1724,1725,Glenn,California,22148,43023,51705,9628
1725,1726,Lincoln,New Mexico,25449,43014,49213,8685
1726,1727,Audrain,Missouri,19687,43013,53564,9327
1727,1728,Phillips,Colorado,20720,43011,54583,1668
1728,1729,Franklin,Nebraska,26095,43011,56875,1398
1729,1730,Page,Iowa,23496,43010,57784,6415
1730,1731,Blair,Pennsylvania,23875,42992,55446,51433
1731,1732,Yavapai,Arizona,25186,42987,53015,91349
1732,1733,Kittitas,Washington,22796,42982,63929,16538
1733,1734,Jefferson,Illinois,22620,42981,55188,15288
1734,1735,Holt,Missouri,24127,42979,53578,2218
1735,1736,Pierce,North Dakota,23491,42975,63243,1983
1736,1737,Wichita,Texas,22837,42971,52514,49016
1737,1738,Stone,Mississippi,18576,42963,50491,5871
1738,1739,Titus,Texas,19356,42939,50325,10725
1739,1740,Lane,Oregon,24224,42931,56605,144912
1740,1741,Spartanburg,South Carolina,21889,42919,52662,107350
1741,1742,Blaine,Nebraska,19141,42917,45625,249
1742,1743,White,Illinois,25375,42914,56110,6240
1743,1744,Page,Virginia,22355,42906,49682,9623
1744,1745,Franklin,Tennessee,22398,42904,48711,16067
1745,1746,Scott,Indiana,20481,42898,48435,8914
1746,1747,Trumbull,Ohio,22568,42880,53975,86246
1747,1748,Karnes,Texas,19899,42862,55603,4497
1748,1749,Lewis,Washington,22212,42860,53627,29527
1749,1750,Humphreys,Tennessee,22183,42846,54492,7396
1750,1751,Lauderdale,Alabama,23510,42844,55673,38458
1751,1752,Elmore,Idaho,20646,42842,49157,9555
1752,1753,Washington County,Ohio,23496,42834,55505,25029
1753,1754,Live Oak,Texas,21016,42829,49681,3882
1754,1755,Jackson,Oklahoma,22925,42824,51599,10455
1755,1756,Allen,Ohio,22295,42823,54846,40552
1756,1757,Albany,Wyoming,24758,42774,67949,15257
1757,1758,Pottawatomie,Oklahoma,20937,42764,51656,25658
1758,1759,Mayes,Oklahoma,20585,42751,52749,15896
1759,1760,Howard,Missouri,21598,42747,54167,3825
1760,1761,Tulare,California,17894,42708,45500,131642
1761,1762,Stokes,North Carolina,21311,42703,50910,18969
1762,1763,Delta,Michigan,22471,42676,53489,15885
1763,1764,Nemaha,Nebraska,25269,42672,68516,3001
1764,1765,Lincoln,Oklahoma,21888,42668,53457,13256
1765,1766,Union,Florida,13590,42660,48365,3807
1766,1767,Long,Georgia,17158,42651,50522,4841
1767,1768,Price,Wisconsin,23723,42644,53902,6776
1768,1769,Sherman,Oregon,24314,42639,57115,827
1769,1770,Phillips,Montana,22890,42632,54746,1800
1770,1771,Lawrence,Indiana,22169,42627,52567,18592
1771,1772,Rush,Kansas,24175,42610,52727,1529
1772,1773,Martin,Texas,20859,42607,49643,1555
1773,1774,Cattaraugus,New York,22049,42603,52637,32246
1774,1775,Merced,California,18177,42591,47456,75409
1775,1776,Marion,Ohio,20624,42572,53882,24578
1776,1777,Newaygo,Michigan,20623,42571,50181,18156
1777,1778,Jefferson,Texas,23236,42568,53650,92634
1778,1779,Ward,Texas,22278,42568,52953,3938
1779,1780,Maries,Missouri,22026,42566,55331,3749
1780,1781,Greene,Georgia,27828,42565,51000,6353
1781,1782,Madison,Georgia,19939,42549,50554,9732
1782,1783,Union,Oregon,22684,42542,51973,10235
1783,1784,La Salle,Louisiana,22481,42528,55587,5619
1784,1785,Vermillion,Indiana,22875,42524,50674,6466
1785,1786,Columbia,Washington,23814,42519,50956,1651
1786,1787,Stanly,North Carolina,20504,42518,54611,23108
1787,1788,Washington County,Kansas,22621,42515,55034,2487
1788,1789,Pearl River,Mississippi,20549,42510,50330,20556
1789,1790,Valencia,New Mexico,19623,42506,51686,26894
1790,1791,Crawford,Pennsylvania,21741,42504,53099,34831
1791,1792,Brooke,West Virginia,22815,42493,55605,9968
1792,1793,White,Arkansas,21793,42487,51449,29632
1793,1794,Aransas,Texas,26953,42476,55880,9834
1794,1795,Lee,Iowa,22649,42469,55274,14241
1795,1796,Volusia,Florida,23973,42457,53086,195907
1796,1797,Perry,Arkansas,22047,42455,50840,3903
1797,1798,Hutchinson,South Dakota,26110,42451,59403,2937
1798,1799,Des Moines,Iowa,24408,42451,53237,16993
1799,1800,Rooks,Kansas,23768,42449,53029,2349
1800,1801,Allegany,New York,20978,42445,52112,18786
1801,1802,Lincoln,Idaho,16530,42433,47756,1617
1802,1803,Horry,South Carolina,24002,42431,51252,113490
1803,1804,Chautauqua,New York,22168,42429,52854,54863
1804,1805,Stonewall,Texas,24063,42429,54167,578
1805,1806,Park,Montana,24611,42426,56960,6445
1806,1807,Donley,Texas,21904,42411,57961,1280
1807,1808,Grays Harbor,Washington,21828,42405,52948,27396
1808,1809,Daviess,Missouri,19890,42393,51500,3151
1809,1810,Clarion,Pennsylvania,21902,42389,54945,15776
1810,1811,Langlade,Wisconsin,22974,42389,50629,8758
1811,1812,Smith,Tennessee,21153,42383,52301,7263
1812,1813,Iron,Utah,17839,42369,49829,15435
1813,1814,Lincoln,Oregon,25194,42365,53750,20913
1814,1815,Johnson,Nebraska,19435,42364,53932,1926
1815,1816,Bowie,Texas,22911,42346,53995,33808
1816,1817,Red Willow,Nebraska,23320,42345,58831,4732
1817,1818,Marion,Indiana,24124,42334,52417,360072
1818,1819,Saginaw,Michigan,22349,42331,54004,77412
1819,1820,Person,North Carolina,21292,42317,49521,15320
1820,1821,Madison,Kentucky,21800,42312,54652,31484
1821,1822,Columbiana,Ohio,21575,42300,53267,42095
1822,1823,Marshall,Tennessee,20739,42291,51921,11578
1823,1824,Wood,West Virginia,24042,42287,53647,35569
1824,1825,Floyd,Texas,21655,42279,54696,2457
1825,1826,Hyde,North Carolina,18408,42279,42048,2148
1826,1827,Newton,Missouri,22341,42268,50565,22045
1827,1828,Las Animas,Colorado,22180,42261,53089,5992
1828,1829,Mason,Illinois,23199,42260,56188,6310
1829,1830,Crawford,Wisconsin,22549,42235,57472,6772
1830,1831,Knox,Nebraska,25214,42230,54286,3776
1831,1832,Roane,Tennessee,23936,42223,52729,22117
1832,1833,Waldo,Maine,22853,42221,52614,16448
1833,1834,Lancaster,South Carolina,21003,42217,51067,28956
1834,1835,Beadle,South Dakota,24025,42196,58207,7343
1835,1836,Brown,Illinois,20555,42194,64292,2105
1836,1837,Jasper,Georgia,21297,42192,49194,5132
1837,1838,St. Martin,Louisiana,22164,42186,54589,18756
1838,1839,Clinton,Pennsylvania,21875,42184,55818,15067
1839,1840,Kimball,Nebraska,24565,42180,52276,1641
1840,1841,Keokuk,Iowa,22243,42167,54323,4354
1841,1842,Pike,Ohio,20071,42165,46476,10859
1842,1843,Washington County,Alabama,20395,42156,50376,6620
1843,1844,Boone,West Virginia,21627,42156,54315,9559
1844,1845,Marion,West Virginia,23229,42152,53822,22593
1845,1846,Alachua,Florida,24857,42149,62139,96043
1846,1847,Pittsylvania,Virginia,21583,42143,52071,26092
1847,1848,Bland,Virginia,18501,42139,48906,2480
1848,1849,Edgar,Illinois,23368,42133,51601,7893
1849,1850,Fisher,Texas,22709,42125,55000,1518
1850,1851,Knox,Indiana,21047,42119,53840,14738
1851,1852,Calhoun,Michigan,22978,42110,52857,53428
1852,1853,Canyon,Idaho,17755,42105,47302,63442
1853,1854,Genesee,Michigan,22380,42089,53072,165669
1854,1855,Hocking,Ohio,21037,42089,52837,11478
1855,1856,Perry,Illinois,19716,42078,53689,7982
1856,1857,Delta,Colorado,24771,42078,51539,12671
1857,1858,Washington County,Tennessee,25355,42075,52949,51771
1858,1859,Lee,Mississippi,21799,42074,54292,31898
1859,1860,Lewis,Missouri,19317,42071,49043,3936
1860,1861,Neosho,Kansas,21163,42071,49915,6508
1861,1862,Marion,Missouri,21909,42046,52844,11203
1862,1863,Mitchell,Texas,15936,42045,53022,2748
1863,1864,Cassia,Idaho,17801,42039,51608,7653
1864,1865,Monona,Iowa,24557,42025,57292,3981
1865,1866,Miami,Indiana,20475,42023,53154,13210
1866,1867,Hot Springs,Wyoming,26544,42019,56344,2238
1867,1868,Gaston,North Carolina,22658,42017,51851,79450
1868,1869,Sioux,Nebraska,31517,42014,56813,553
1869,1870,Wallowa,Oregon,23131,41994,54513,2996
1870,1871,Washington County,Indiana,21370,41986,50107,10631
1871,1872,Coos,New Hampshire,24367,41985,53813,14531
1872,1873,Venango,Pennsylvania,22060,41977,51925,22547
1873,1874,Keith,Nebraska,25097,41970,58047,3786
1874,1875,Phelps,Missouri,21173,41964,54015,16699
1875,1876,Orleans,Vermont,22303,41953,52235,11043
1876,1877,Montgomery,Illinois,19917,41952,54529,11192
1877,1878,Henderson,Kentucky,22746,41940,54654,18787
1878,1879,Cass,Indiana,21700,41940,50753,14827
1879,1880,Judith Basin,Montana,24260,41932,55089,879
1880,1881,Tehama,California,20439,41924,49018,23374
1881,1882,Washburn,Wisconsin,24850,41924,52635,7348
1882,1883,McLennan,Texas,21660,41922,53085,84862
1883,1884,Florence,South Carolina,22432,41910,51660,51332
1884,1885,Lincoln,Colorado,19703,41910,51875,1845
1885,1886,Washington County,Virginia,25109,41897,54606,22755
1886,1887,Garfield,Nebraska,22092,41892,49904,864
1887,1888,Pontotoc,Oklahoma,22381,41881,52738,14793
1888,1889,Cowley,Kansas,21519,41878,53091,13867
1889,1890,Wibaux,Montana,27492,41875,67361,409
1890,1891,Chester,Tennessee,18817,41875,52983,5936
1891,1892,Pleasants,West Virginia,21312,41859,57604,2747
1892,1893,Branch,Michigan,19947,41856,50701,15862
1893,1894,Union,Illinois,21719,41848,48879,6852
1894,1895,Richland,Ohio,21932,41835,53602,48458
1895,1896,Sherman,Nebraska,24837,41835,51469,1369
1896,1897,McKean,Pennsylvania,22426,41834,51472,17450
1897,1898,Walworth,South Dakota,25915,41826,59449,2342
1898,1899,Wahkiakum,Washington,22334,41815,48156,1715
1899,1900,Imperial,California,16763,41807,45540,48099
1900,1901,Pickens,South Carolina,21182,41788,54279,43971
1901,1902,Transylvania,North Carolina,23757,41781,51702,13981
1902,1903,Pueblo,Colorado,21940,41777,52705,62439
1903,1904,Logan,Kansas,25328,41765,59412,1282
1904,1905,Hillsdale,Michigan,20379,41759,49976,17642
1905,1906,Stevens,Washington,21986,41742,52410,17684
1906,1907,Menominee,Michigan,22331,41739,49566,10787
1907,1908,Latah,Idaho,22322,41735,60899,14941
1908,1909,Madison,Texas,15131,41732,49303,3743
1909,1910,Wayne,North Carolina,21557,41731,51391,47330
1910,1911,Cambria,Pennsylvania,22659,41730,54630,58208
1911,1912,Stephens,Texas,20535,41728,50128,3509
1912,1913,Newberry,South Carolina,21591,41718,53963,14254
1913,1914,Anderson,Kansas,22139,41713,54962,3308
1914,1915,Petroleum,Montana,22714,41705,56042,233
1915,1916,Franklin,North Carolina,21399,41696,51353,23313
1916,1917,Grant,North Dakota,28129,41694,59531,1113
1917,1918,Klickitat,Washington,22229,41694,48375,8019
1918,1919,Palo Pinto,Texas,23655,41670,51399,10491
1919,1920,Wilbarger,Texas,20373,41658,45604,5161
1920,1921,Henry,Alabama,21924,41650,54725,7001
1921,1922,Chippewa,Michigan,20589,41637,54513,14605
1922,1923,Franklin,Maine,22083,41626,50251,12098
1923,1924,Webster,Iowa,24203,41624,57137,15458
1924,1925,Jefferson Davis,Louisiana,21132,41622,51772,11634
1925,1926,Madison,Tennessee,23283,41617,54519,35713
1926,1927,Aitkin,Minnesota,24939,41617,50684,7741
1927,1928,Beaverhead,Montana,22872,41614,54294,4110
1928,1929,Yuma,Arizona,18840,41595,44302,70122
1929,1930,Crawford,Georgia,20556,41586,48796,4620
1930,1931,Anderson,South Carolina,22081,41579,53856,73296
1931,1932,Collingsworth,Texas,22847,41576,48250,1174
1932,1933,Lincoln,Tennessee,21811,41571,51120,13438
1933,1934,St. Mary,Louisiana,21313,41571,48754,20092
1934,1935,Haywood,North Carolina,24536,41557,52014,26608
1935,1936,Lucas,Ohio,23885,41556,55295,178101
1936,1937,Lawrence,Ohio,21365,41552,53015,24009
1937,1938,Manistee,Michigan,22702,41551,49708,10571
1938,1939,Pulaski,Georgia,17781,41550,48257,4034
1939,1940,Potter,Pennsylvania,22564,41547,50755,7077
1940,1941,Todd,Kentucky,17846,41541,51241,4574
1941,1942,Belmont,Ohio,22380,41534,52232,28329
1942,1943,Spalding,Georgia,19783,41534,50251,22997
1943,1944,Baker,Oregon,23234,41500,51199,7120
1944,1945,Rowan,North Carolina,20912,41495,50537,52300
1945,1946,Tate,Mississippi,20431,41494,51887,9936
1946,1947,Boyle,Kentucky,22249,41473,49654,11100
1947,1948,Wayne,Utah,19858,41458,48125,970
1948,1949,Faulk,South Dakota,23069,41453,54219,930
1949,1950,Perry,Ohio,19372,41446,48828,13793
1950,1951,Deaf Smith,Texas,17532,41444,47763,6191
1951,1952,Humboldt,California,23540,41426,52974,53296
1952,1953,Wapello,Iowa,22699,41425,51694,14534
1953,1954,Webster,Kentucky,20337,41415,54448,5150
1954,1955,Bonner,Idaho,23221,41414,49568,17388
1955,1956,Cameron,Pennsylvania,22747,41410,52800,2144
1956,1957,Carter,Oklahoma,21476,41401,52415,17411
1957,1958,Thurston,Nebraska,17106,41400,49612,2050
1958,1959,Vermilion,Illinois,21225,41400,51986,31575
1959,1960,Oconee,South Carolina,23904,41394,49753,30106
1960,1961,Craighead,Arkansas,23138,41393,52466,37834
1961,1962,Gasconade,Missouri,21830,41392,52579,6168
1962,1963,Baltimore City,Maryland,24750,41385,50151,241455
1963,1964,Grant,West Virginia,20193,41368,51667,4449
1964,1965,Sumter,South Carolina,20340,41366,48603,39373
1965,1966,Angelina,Texas,20982,41354,47396,30668
1966,1967,St. Bernard,Louisiana,20316,41353,45087,13714
1967,1968,Muscogee,Georgia,22856,41339,50999,72243
1968,1969,Butte,South Dakota,21744,41332,58006,4015
1969,1970,Miller,Arkansas,20636,41319,51790,16950
1970,1971,Jones,Texas,14827,41297,51219,5641
1971,1972,Boyd,Nebraska,23157,41279,51250,938
1972,1973,Pondera,Montana,22256,41277,52698,2302
1973,1974,Wythe,Virginia,23219,41275,49044,11656
1974,1975,Coshocton,Ohio,20526,41274,48818,14495
1975,1976,Marion,Tennessee,21399,41268,49631,11226
1976,1977,Jefferson,Pennsylvania,21300,41262,51451,18503
1977,1978,Pittsburg,Oklahoma,21966,41252,50907,18456
1978,1979,Chilton,Alabama,20701,41250,52092,16232
1979,1980,Washington County,Arkansas,23264,41248,54190,79214
1980,1981,Monroe,West Virginia,20294,41234,46707,5648
1981,1982,Northumberland,Pennsylvania,22478,41208,52280,39348
1982,1983,Randolph,North Carolina,20523,41208,50234,54350
1983,1984,Hot Spring,Arkansas,19286,41193,49541,12231
1984,1985,Hale,Texas,18004,41191,45971,11624
1985,1986,Baraga,Michigan,17701,41189,51705,3234
1986,1987,Wayne,Michigan,22308,41184,52423,670987
1987,1988,Caldwell,Missouri,21482,41169,53186,3743
1988,1989,Troup,Georgia,21443,41161,50076,24441
1989,1990,Camas,Idaho,21830,41154,46587,464
1990,1991,Banks,Georgia,20231,41141,51561,6772
1991,1992,Mason,Kentucky,23347,41137,48486,6569
1992,1993,Mason,Michigan,23183,41136,50719,12470
1993,1994,Butte,Idaho,20995,41131,50000,1022
1994,1995,Clark,Kansas,25385,41129,52083,932
1995,1996,Koochiching,Minnesota,26045,41108,56065,6134
1996,1997,Bradley,Tennessee,21649,41083,50351,37603
1997,1998,Missaukee,Michigan,20305,41061,47446,5891
1998,1999,Mahoning,Ohio,23975,41058,54118,98201
1999,2000,Boise,Idaho,24324,41056,55586,2994
2000,2001,Caddo,Louisiana,24308,41053,52823,98554
2001,2002,Webster,Nebraska,21423,41045,49968,1548
2002,2003,Clearfield,Pennsylvania,21273,41030,51031,32192
2003,2004,Ohio County,West Virginia,26135,41025,57865,18553
2004,2005,Warren,Mississippi,22362,41025,54240,18404
2005,2006,Hernando,Florida,21411,41024,48461,70210
2006,2007,Lamar,Georgia,18800,41016,49741,6393
2007,2008,Kay,Oklahoma,22207,41012,50266,18357
2008,2009,Marion,Illinois,21887,41010,52408,15893
2009,2010,Owen,Kentucky,23991,41009,60356,4601
2010,2011,Bon Homme,South Dakota,20941,40980,55508,2501
2011,2012,Muskegon,Michigan,20621,40979,50092,65008
2012,2013,Latimer,Oklahoma,22603,40970,49894,4160
2013,2014,Wexford,Michigan,20573,40965,48790,12473
2014,2015,Sullivan,Pennsylvania,22923,40964,50855,2402
2015,2016,Houston,Alabama,23316,40948,52214,39250
2016,2017,Bourbon,Kentucky,22893,40933,48310,7865
2017,2018,Rapides,Louisiana,22126,40930,51092,47606
2018,2019,Gordon,Georgia,19177,40926,48810,19066
2019,2020,Labette,Kansas,22394,40916,49907,8703
2020,2021,Randolph,Indiana,21592,40904,47682,10429
2021,2022,Henderson,Texas,21995,40900,48789,29732
2022,2023,Dallam,Texas,19752,40895,44301,2375
2023,2024,Hopkins,Kentucky,22132,40891,51596,18495
2024,2025,Greene,North Carolina,18441,40853,50781,7104
2025,2026,Stone,Missouri,21733,40850,49527,13320
2026,2027,Washington County,Kentucky,19837,40845,48578,4480
2027,2028,Oneida,Idaho,18920,40842,46802,1579
2028,2029,Vilas,Wisconsin,26252,40833,50051,10636
2029,2030,Ohio County,Kentucky,19005,40830,44200,8715
2030,2031,Floyd,Georgia,20500,40821,50563,34646
2031,2032,Kiowa,Colorado,22482,40813,55938,559
2032,2033,Lincoln,Kansas,23686,40811,54167,1414
2033,2034,Powell,Montana,19736,40802,49342,2411
2034,2035,Coke,Texas,26407,40795,60684,1436
2035,2036,Navarro,Texas,20327,40795,47493,17466
2036,2037,Crawford,Ohio,21478,40783,49718,17655
2037,2038,Irwin,Georgia,18207,40771,50125,3277
2038,2039,Hill,Texas,21182,40769,52184,13395
